日新月异	日新月异 🌞❤🌙👆
圣巴瑟米	圣巴瑟米 🇧🇱
圣巴泰勒米	圣巴泰勒米 🇧🇱
圣诞	圣诞 👶 👼 🎅 🤶 🧝 🧝‍♀ 🧝‍♂ 👪 🧦 🦌 🍪 🥛 🍷 🍴 ⛪ 🌟 ❄ ☃ ⛄ 🔥 🎄 🎁 🔔 🕯 🛐 ✝
圣诞岛	圣诞岛 🇨🇽
圣诞节	圣诞节 👶 👼 🎅 🤶 🧝 🧝‍♀ 🧝‍♂ 👪 🧦 🦌 🍪 🥛 🍷 🍴 ⛪ 🌟 ❄ ☃ ⛄ 🔥 🎄 🎁 🔔 🕯 🛐 ✝
圣诞老人	圣诞老人 🎅 🤶 🎅🏻 🎅🏼 🎅🏽 🎅🏾 🎅🏿 🤶🏻 🤶🏼 🤶🏽 🤶🏾 🤶🏿 🎅🏻 🧑🏻‍🎄
圣诞老爷爷	圣诞老爷爷 🎅 🎅🏻 🎅🏻
圣诞树	圣诞树 🎄
圣多美和普林西比	圣多美和普林西比 🇸🇹
圣多美普林西比	圣多美普林西比 🇸🇹
圣赫勒拿	圣赫勒拿 🇸🇭
圣赫伦那	圣赫伦那 🇸🇭
圣基茨和尼维斯	圣基茨和尼维斯 🇰🇳
圣克里斯多福及尼维斯	圣克里斯多福及尼维斯 🇰🇳
圣卢西亚	圣卢西亚 🇱🇨
圣露西亚	圣露西亚 🇱🇨
圣马力诺	圣马力诺 🇸🇲
圣马利诺	圣马利诺 🇸🇲
圣皮埃尔和密克隆	圣皮埃尔和密克隆 🇵🇲
圣皮耶与密克隆	圣皮耶与密克隆 🇵🇲
圣堂	圣堂 ⛪
圣誔老奶奶	圣誔老奶奶 🤶🏻
圣誔奶奶	圣誔奶奶 🤶🏻
圣文森及格瑞那丁	圣文森及格瑞那丁 🇻🇨
圣文森特	圣文森特 🇻🇨
圣文森特和格林纳丁斯	圣文森特和格林纳丁斯 🇻🇨
圣婴	圣婴 👼🏻
圣尤斯特歇斯	圣尤斯特歇斯 🇧🇶
圣佑达修斯	圣佑达修斯 🇧🇶
胜	胜 🉇
胜利	胜利 ✌ ✌🏻 ✌🏼 ✌🏽 ✌🏾 ✌🏿 🔱 🔱
勝利	勝利 ✌ 🔱 🔱
聖巴瑟米	聖巴瑟米 🇧🇱
聖巴泰勒米	聖巴泰勒米 🇧🇱
聖誕島	聖誕島 🇨🇽
聖誕節	聖誕節 🎄
聖誕老人	聖誕老人 🎅 🎅🏻 🎅🏻 🧑🏻‍🎄
聖誕老爺爺	聖誕老爺爺 🎅 🎅🏻 🎅🏻
聖誕樹	聖誕樹 🎄
聖多美和普林西比	聖多美和普林西比 🇸🇹
聖多美及普林西比	聖多美及普林西比 🇸🇹
聖多美普林西比	聖多美普林西比 🇸🇹
聖赫勒拿	聖赫勒拿 🇸🇭
聖赫倫那	聖赫倫那 🇸🇭
聖基茨和尼維斯	聖基茨和尼維斯 🇰🇳
聖克里斯多福及尼維斯	聖克里斯多福及尼維斯 🇰🇳
聖盧西亞	聖盧西亞 🇱🇨
聖露西亞	聖露西亞 🇱🇨
聖馬丁島	聖馬丁島 🇸🇽
聖馬力諾	聖馬力諾 🇸🇲
聖馬利諾	聖馬利諾 🇸🇲
聖皮埃爾和密克隆	聖皮埃爾和密克隆 🇵🇲
聖皮耶與密克隆	聖皮耶與密克隆 🇵🇲
聖堂	聖堂 ⛪
聖誔老奶奶	聖誔老奶奶 🤶🏻
聖誔奶奶	聖誔奶奶 🤶🏻
聖文森	聖文森 🇻🇨
聖文森及格瑞那丁	聖文森及格瑞那丁 🇻🇨
聖文森特和格林納丁斯	聖文森特和格林納丁斯 🇻🇨
聖嬰	聖嬰 👼🏻
聖尤斯特歇斯	聖尤斯特歇斯 🇧🇶
聖佑達修斯	聖佑達修斯 🇧🇶
失恋	失恋 💔
失戀	失戀 💔
失望	失望 😞 ☹ 😔 😥 ☹️ 😔 😞
狮	狮 🦁 𓃭 🦁
狮城	狮城 🇸🇬
狮子	狮子 🦁 𓃭 🦁
狮子狗	狮子狗 🐩
狮子山国	狮子山国 🇸🇱
狮子头	狮子头 🦁
狮子座	狮子座 ♌ ♌️
施工	施工 🚧 👷 🚧
獅	獅 🦁
獅城	獅城 🇸🇬
獅子	獅子 🦁
獅子狗	獅子狗 🐩
獅子山國	獅子山國 🇸🇱
獅子頭	獅子頭 🦁
獅子座	獅子座 ♌ ♌️
十	十 十、 拾 Ⅹ 〸 ⑩ ⓾ ⒑ ㊉ ㈩ 🔟 🔟
十点	十点 🕙
十点半	十点半 🕥
十点钟	十点钟 🕙
十點	十點 🕙
十點半	十點半 🕥
十點鐘	十點鐘 🕙
十二	十二 Ⅻ ⑫
十二点	十二点 🕛
十二点半	十二点半 🕧
十二点钟	十二点钟 🕛
十二點	十二點 🕛
十二點半	十二點半 🕧
十二點鐘	十二點鐘 🕛
十一	十一 Ⅺ ⑪
十一点	十一点 🕚
十一点半	十一点半 🕦
十一点钟	十一点钟 🕚
十一點	十一點 🕚
十一點半	十一點半 🕦
十一點鐘	十一點鐘 🕚
十字镐	十字镐 ⛏ ⛏️
十字鎬	十字鎬 ⛏ ⛏️
十字架	十字架 ✝ ✝️
十字路口	十字路口 🚥 🚦
石彫	石彫 🗿
石雕	石雕 🗿
石头	石头 ✊ 🪨
石頭	石頭 ✊ 🪨
石像	石像 🗿
时计	时计 ⏲ ⏲️
时间	时间 ⌚ ⌛ 🕐 🕑 🕒 🕓 🕔 🕕 🕖 🕗 🕘 🕙 🕚 🕛
识别卡	识别卡 📛
实验服	实验服 🥼
食物	食物 🍔 🍕 🍖 🍗 🍘 🍙 🍚 🍛 🍜 🍝 🍞 🍟 🍠 🍡 🍢 🍣 🍤 🍥 🍦 🍧 🍨 🍩 🍪 🍫 🍬 🍭 🍮 🍯 🍰 🍱 🍲 🍳 🍴
食盐	食盐 🧂
食鹽	食鹽 🧂
食指	食指 ☝ ☝🏻 ☝🏻️
時計	時計 ⏲ ⏲️
時間	時間 ⌚ ⌛ 🕐 🕑 🕒 🕓 🕔 🕕 🕖 🕗 🕘 🕙 🕚 🕛
實驗服	實驗服 🥼
識別卡	識別卡 📛
史巴克	史巴克 🖖 🖖🏻 🖖🏻
史波克	史波克 🖖 🖖🏻 🖖🏻
史瓦济兰	史瓦济兰 🇸🇿
史瓦濟蘭	史瓦濟蘭 🇸🇿
豕	豕 🐖
使眼色	使眼色 😉 😜
始业式	始业式 🎒
始業式	始業式 🎒
屎	屎 💩
士多店	士多店 🏪
士多啤梨	士多啤梨 🍓
示爱	示爱 😘
示愛	示愛 😘
世界	世界 🗺 🌐 🌐️
世界地图	世界地图 🗺
仕女帽	仕女帽 👒
势利	势利 🤑
饰以丝带的心	饰以丝带的心 💝
试管	试管 🧪
试剂	试剂 🧪
视频游戏	视频游戏 🎮
柿子	柿子 🍅
是嗎	是嗎 😳
是吗	是吗 😳
适合	适合 🈴
視頻游戲	視頻游戲 🎮
释然	释然 😌
勢利	勢利 🤑
飾以絲帶的心	飾以絲帶的心 💝
試管	試管 🧪
試劑	試劑 🧪
適	適 ㊜
適合	適合 🈴
釋然	釋然 😌
匙	匙 🥄
收费服务	收费服务 🈂 🈂️
收費服務	收費服務 🈂 🈂️
收件匣	收件匣 📥 📨 📥
收件箱	收件箱 📥
收件箱托盘	收件箱托盘 📥
收件箱托盤	收件箱托盤 📥
收据	收据 🧾
收據	收據 🧾
收信	收信 📩 📪 📩
收讯	收讯 📶
收訊	收訊 📶
收益	收益 🉐
收益报表	收益报表 📈
收益報表	收益報表 📈
收音机	收音机 📻
收音機	收音機 📻
收邮件	收邮件 📩
收郵件	收郵件 📩
手	手 🈐 👈 👉 ☝ 👆 🖕 👇 ✌ 🤞 🖖 🤘 🤙 🖐 ✋ 👌 👍 👎 ✊ 👊 🤛 🤜 🤚 👋 🤟 ✍ 👏 👐 🤲 👋🏻 ✋🏻
手背	手背 🤚 🤚🏻 🤚🏼 🤚🏽 🤚🏾 🤚🏿 🤚🏻
手臂	手臂 💪 🦾 💪🏻 💪🏼 💪🏽 💪🏾 💪🏿 💪🏻
手表	手表 ⌚ ⌚️
手錶	手錶 ⌚ ⌚️
手柄	手柄 🎮 🕹 🕹️
手串	手串 📿
手电	手电 🔦
手电筒	手电筒 🔦
手電	手電 🔦
手電筒	手電筒 🔦
手机	手机 📱 📲 📱
手机关机	手机关机 📴
手機	手機 📱
手機關機	手機關機 📴
手雷	手雷 💣
手枪	手枪 🔫
手槍	手槍 🔫
手球	手球 🤾‍♂ 🤾 🤾‍♀ 🤾🏻‍♂ 🤾🏼‍♂ 🤾🏽‍♂ 🤾🏾‍♂ 🤾🏿‍♂ 🤾🏻 🤾🏼 🤾🏽 🤾🏾 🤾🏿 🤾🏻‍♀ 🤾🏼‍♀ 🤾🏽‍♀ 🤾🏾‍♀ 🤾🏿‍♀ 🤾🏻
手势	手势 👈 👉 ☝ 👆 👇 🖕 👈🏻 👈🏼 👈🏽 👈🏾 👈🏿 👉🏻 👉🏼 👉🏽 👉🏾 👉🏿 ☝🏻 ☝🏼 ☝🏽 ☝🏾 ☝🏿 👆🏻 👆🏼 👆🏽 👆🏾 👆🏿 👇🏻 👇🏼 👇🏽 👇🏾 👇🏿 🖕🏻 🖕🏼 🖕🏽 🖕🏾 🖕🏿 ✊ ✋ ✌ 👊 👋 👌 👍 👎 👏 👐 🙌 🙏
手勢	手勢 ☝ ✊ ✋ ✌ 👆 👇 👈 👉 👊 👋 👌 👍 👎 👏 👐 🙌 🙏
手套	手套 🧤
手提包	手提包 👜
手推车	手推车 🛒
手推車	手推車 🛒
手写	手写 ✍ ✍🏻 ✍🏻️
手寫	手寫 ✍ ✍🏻 ✍🏻️
手心	手心 🖐 🖐🏻 🖐🏼 🖐🏽 🖐🏾 🖐🏿
手掌	手掌 ✋ ✋🏻 ✋🏻
手纸	手纸 🧻
守卫	守卫 💂 💂🏻‍♀ 💂🏻‍♂ 💂🏻
守衛	守衛 💂 💂🏻‍♀ 💂🏻‍♂ 💂🏻
首饰	首饰 💍
首飾	首飾 💍
寿司	寿司 🍣
受伤	受伤 🤕 🩸 ❤️‍🩹 🤕
受伤了	受伤了 🤕
受傷	受傷 🤕 ❤️‍🩹 🤕
受傷了	受傷了 🤕
壽司	壽司 🍣
书	书 📕 📖 📗 📘 📙 📚 📖
书包	书包 🎒
书本	书本 📖 📚 📖
书呆子	书呆子 🤓
书籍	书籍 📚
书签	书签 📑 🔖
书签标签	书签标签 📑
书写	书写 ✍ ✍🏻 ✍🏻️
書	書 📖
書包	書包 🎒
書本	書本 📖 📚 📖
書呆子	書呆子 🤓
書籍	書籍 📚
書簽	書簽 📑 🔖
書簽標簽	書簽標簽 📑
書籤	書籤 📑 🔖
書籤標籤	書籤標籤 📑
書寫	書寫 ✍ ✍🏻 ✍🏻️
舒服	舒服 ☺ 😌 ☺️
蔬菜	蔬菜 🥬 🍅 🍆 🥒 🥕 🌶 🥦 🥗 🍅 🍆 🥒 🥕 🌶 🥦 🥗 🥬 🫒 🫑 🫘
蔬菜色拉	蔬菜色拉 🥗
蔬菜沙拉	蔬菜沙拉 🥗
熟睡	熟睡 💤
属狗	属狗 🐶
属猴	属猴 🐵
属虎	属虎 🐯
属鸡	属鸡 🐔
属龙	属龙 🐲
属马	属马 🐴
属猫	属猫 🐱
属牛	属牛 🐮
属蛇	属蛇 🐍
属鼠	属鼠 🐭
属兔	属兔 🐰
属于	属于 ∈ ∉ ∊ ∋ ∌ ∍
属猪	属猪 🐷
鼠	鼠 🐭 🐁 🐀 🐹 🐿 🐀
鼠标	鼠标 🖱 🖲 🖱️
鼠標	鼠標 🖱 🖱️
鼠脸	鼠脸 🐭
鼠臉	鼠臉 🐭
鼠年	鼠年 🐭
鼠头	鼠头 🐭
鼠頭	鼠頭 🐭
薯条	薯条 🍟
薯條	薯條 🍟
薯仔	薯仔 🥔
屬狗	屬狗 🐶
屬猴	屬猴 🐵
屬虎	屬虎 🐯
屬雞	屬雞 🐔
屬龍	屬龍 🐲
屬馬	屬馬 🐴
屬貓	屬貓 🐱
屬牛	屬牛 🐮
屬蛇	屬蛇 🐍
屬鼠	屬鼠 🐭
屬兔	屬兔 🐰
屬豬	屬豬 🐷
树	树 🌳 🌴 🌲 🌲 🌳
树袋熊	树袋熊 🐨
树懒	树懒 🦥
树苗	树苗 🌱
树木	树木 🌲
树枝	树枝 🌿
竖	竖 丨
竖拇指	竖拇指 👍
竖起拇指	竖起拇指 👍
竖中指	竖中指 🖕 🖕🏻 🖕🏻
竪拇指	竪拇指 👍
竪起拇指	竪起拇指 👍
数码	数码 ⌚ 📱 💻 ⌨ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀 ⌚️ 📱 💻 ⌨️ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀
数码光碟	数码光碟 📀
数码光盘	数码光盘 📀
数学	数学 + − - × ÷ ± ∓ ∔ ⁺ ⁻ ⁼ ⁽ ⁾ ⁿ ₊ ₋ ₌ ₍ ₎ ㏍ ㎅ ㎆ ㎇ № ª º ℔ ℥ ℨ ℬ ℊ µ ℌ ℑ ℞ ℳ ℃ ℉ ℀ ℁ ℅ ℆ = ℾ ℿ ⅀ ¬ ∩ ∪ ∝ ∞ ℵ ℶ ℷ ℸ ℏ ℇ ∀ ∁ ∂ ℮ ∃ ∄ ∅ ∆ ∇ ⊂ ⊃ ⊄ ⊅ ⊆ ⊇ ⊈ ⊉ ⊊ ⊋ ∈ ∉ ∊ ∋ ∌ ∍ ∧ ∨ < > ≤ ≥ ≦ ≧ ≨ ≩ ≪ ≫ ≭ ≮ ≯ ≰ ≱ ≲ ≳ ≴ ≶ ≷ ≸ ≹ ≺ ≻ ≼ ≽ ≾ ≿ ⊀ ⊁ ∎ ∏ ∐ ∑ ∕ ∖ ∗ ∘ ∙ √ ∛ ∜ ∟ ∠ ∡ ∢ ∣ ∤ ∥ ∦ ∫ ∬ ∭ ∮ ∯ ∰ ∱ ∲ ∳ ⌠ ⎮ ⌡ ∴ ∵ ∶ ∷ ∸ ∹ ∺ ∻ ∼ ∽ ∾ ∿ ≀ ≁ ≂ ≃ ≄ ≅ ≆ ≇ ≈ ≉ ≊ ≋ ≌ ≍ ≎ ≏ ≐ ≑ ≒ ≓ ≔ ≕ ≖ ≗ ≘ ≙ ≚ ≛ ≜ ≝ ≞ ≟ ≠ ≡ ≢ ≣ ≬ ⊌ ⊍ ⊎ ⊏ ⊐ ⊑ ⊒ ⊓ ⊔ & ⅋ ⊕ ⊖ ⊗ ⊘ ⊙ ⊚ ⊛ ⊜ ⊝ ⊞ ⊟ ⊠ ⊡ ⊢ ⊣ ⊤ ⊥ ⊦ ⊧ ⊨ ⊩ ⊪ ⊫ ⊬ ⊭ ⊮ ⊯ ⊰ ⊱ ⊲ ⊳ ⊴ ⊵ ⊶ ⊷ ⊸ ⊹ ⊺ ⊻ ⊼ ⊽ ⊾ ⊿ ⋀ ⋁ ⋂ ⋃ ⋄ ⋅ ⋆ ⋇ ⋈ ⋉ ⋊ ⋋ ⋌ ⋍ ⋎ ⋏ ⋐ ⋑ ⋒ ⋓ ⋔ ⋕ ⋖ ⋗ ⋘ ⋙ ⋚ ⋛ ⋜ ⋝ ⋞ ⋟ ⋠ ⋡ ⋢ ⋣ ⋤ ⋥ ⋦ ⋧ ⋨ ⋩ ⋪ ⋫ ⋬ ⋭ ⋮ ⋯ ⋰ ⋱ ⨀ ⨦ ⨯ ⨸
数字	数字 🔢 № ⓪ ① ② ③ ④ ⑤ ⑥ ⑦ ⑧ ⑨ ⑩ ⑪ ⑫ ⑬ ⑭ ⑮ ⑯ ⑰ ⑱ ⑲ ⑳ ㉑ ㉒ ㉓ ㉔ ㉕ ㉖ ㉗ ㉘ ㉙ ㉚ ㉛ ㉜ ㉝ ㉞ ㉟ ㊱ ㊲ ㊳ ㊴ ㊵ ㊶ ㊷ ㊸ ㊹ ㊺ ㊻ ㊼ ㊽ ㊾ ㊿ ⓿ ❶ ❷ ❸ ❹ ❺ ❻ ❼ ❽ ❾ ❿ ⓫ ⓬ ⓭ ⓮ ⓯ ⓰ ⓱ ⓲ ⓳ ⓴ 🔢
数字光碟	数字光碟 📀
数字光盘	数字光盘 📀
数字键盘	数字键盘 🔢
豎中指	豎中指 🖕 🖕🏻 🖕🏻
數碼	數碼 ⌚ 📱 💻 ⌨ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀 ⌚️ 📱 💻 ⌨️ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀
數碼光碟	數碼光碟 📀
數碼光盤	數碼光盤 📀
數字	數字 🔢
數字光碟	數字光碟 📀
數字光盤	數字光盤 📀
數字鍵盤	數字鍵盤 🔢
樹	樹 🌲 🌳 🌴 🌲 🌳
樹袋熊	樹袋熊 🐨
樹苗	樹苗 🌱
樹木	樹木 🌲
樹枝	樹枝 🌿
摔跤	摔跤 🤼‍♂ 🤼 🤼‍♀ 🤼🏻
双	双 🈒
双版	双版 ⛷
双版滑雪	双版滑雪 ⛷
双胞	双胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
双胞胎	双胞胎 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
双峰骆驼	双峰骆驼 🐫
双峰驼	双峰驼 🐫
双凤之家	双凤之家 👨‍👩‍👧‍👧
双簧	双簧 🎭
双肩包	双肩包 🎒
双惊叹号	双惊叹号 ‼
双龙之家	双龙之家 👨‍👩‍👦‍👦
双目	双目 👀 👀 👀
双人	双人 👥
双手	双手 👐 🤲 👐🏻 👐🏼 👐🏽 👐🏾 👐🏿 🤲🏻 🤲🏼 🤲🏽 🤲🏾 🤲🏿
双叹号	双叹号 ‼ ‼️
双弯曲线	双弯曲线 ➿
双眼	双眼 👀
双鱼座	双鱼座 ♓ ♓️
双掌	双掌 👐
双子座	双子座 ♊ ♊️
霜淇淋	霜淇淋 🍦
雙版	雙版 ⛷
雙版滑雪	雙版滑雪 ⛷
雙胞	雙胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
雙胞胎	雙胞胎 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
雙峯駱駝	雙峯駱駝 🐫
雙峰駱駝	雙峰駱駝 🐫
雙峰駝	雙峰駝 🐫
雙鳳之家	雙鳳之家 👨‍👩‍👧‍👧
雙簧	雙簧 🎭
雙肩包	雙肩包 🎒
雙驚嘆號	雙驚嘆號 ‼
雙龍之家	雙龍之家 👨‍👩‍👦‍👦
雙目	雙目 👀 👀 👀
雙人	雙人 👥
雙嘆號	雙嘆號 ‼ ‼️
雙彎曲線	雙彎曲線 ➿
雙眼	雙眼 👀
雙魚座	雙魚座 ♓ ♓️
雙掌	雙掌 👐
雙子座	雙子座 ♊ ♊️
爽	爽 ☺ ☺️
水	水 ㊌ ㈬ 💧 🚰 💧
水笔	水笔 🖋 🖋️
水筆	水筆 🖋 🖋️
水稻	水稻 🌾
水滴	水滴 💧
水果	水果 🍅 🍆 🍇 🍈 🍉 🍊 🍋 🍌 🍍 🍎 🍏 🍐 🍑 🍒 🍓 🥝 🥑 🥥 🥭 🍏 🍎 🍐 🍊 🍋 🍌 🍉 🍇 🍓 🫐 🍈 🍒 🍑 🍍 🥝 🥑 🥥 🥭
水果刀	水果刀 🔪
水饺	水饺 🥟
水餃	水餃 🥟
水晶球	水晶球 🔮
水龙头	水龙头 🚰
水龍頭	水龍頭 🚰
水蜜桃	水蜜桃 🍑
水牛	水牛 🐃
水瓶座	水瓶座 ♒ ♒️
水枪	水枪 🔫
水槍	水槍 🔫
水球	水球 🤽‍♂ 🤽 🤽‍♀ 🤽🏻‍♂ 🤽🏼‍♂ 🤽🏽‍♂ 🤽🏾‍♂ 🤽🏿‍♂ 🤽🏻 🤽🏼 🤽🏽 🤽🏾 🤽🏿 🤽🏻‍♀ 🤽🏼‍♀ 🤽🏽‍♀ 🤽🏾‍♀ 🤽🏿‍♀ 🤽🏻
水獭	水獭 🦦
水战	水战 🔫
水戰	水戰 🔫
水族馆	水族馆 🐳
水族館	水族館 🐳
睡吧	睡吧 😴
睡觉	睡觉 😴 😪 💤 🛌 😴 🛌🏻
睡覺	睡覺 💤 😪 😴 🛌 😴 🛌🏻
睡了	睡了 💤 😴
睡睰睰	睡睰睰 💤
睡眠	睡眠 🛌
睡著	睡著 💤
说	说 🗣 👄
说不出	说不出 🙊
说话	说话 🗣 💬 🗯 💭 👄 🗣️
说谎	说谎 🤥
說不出	說不出 🙊
說話	說話 👄 💬 🗣 🗣️
說謊	說謊 🤥
朔	朔 🌑
硕鼠	硕鼠 🐀
碩鼠	碩鼠 🐀
司南	司南 🧭
丝带	丝带 🎗 🎀
私家车	私家车 🚗 🚘
私家車	私家車 🚗 🚘
思考	思考 🤔 🤨 🥴 🧐 💭 😔 😕 😕 🤔
思考中	思考中 💭
斯里兰卡	斯里兰卡 🇱🇰
斯里蘭卡	斯里蘭卡 🇱🇰
斯洛伐克	斯洛伐克 🇸🇰
斯洛维尼亚	斯洛维尼亚 🇸🇮
斯洛維尼亞	斯洛維尼亞 🇸🇮
斯洛文尼亚	斯洛文尼亚 🇸🇮
斯诺克	斯诺克 🎱
斯諾克	斯諾克 🎱
斯威士兰	斯威士兰 🇸🇿
斯威士蘭	斯威士蘭 🇸🇿
絲帶	絲帶 🎀
撕开的日暦	撕开的日暦 📆
撕開的日暦	撕開的日暦 📆
死定了	死定了 😠 😾
死火山	死火山 🗻
死亡	死亡 💀
死猪	死猪 🐖
死豬	死豬 🐖
四	四 四、 肆 Ⅳ 〤 ⁴ ₄ ⓸ 𝟜 ⒋ 🄅 ㊃ ㈣ 4⃣ 𓃌 4️⃣
四边形	四边形 ⎕ ⏥
四点	四点 🕓
四点半	四点半 🕟
四点钟	四点钟 🕓
四點	四點 🕓
四點半	四點半 🕟
四點鐘	四點鐘 🕓
四脚蛇	四脚蛇 🦎
四腳蛇	四腳蛇 🦎
四叶草	四叶草 🍀
四葉草	四葉草 🍀
寺庙	寺庙 🛕 🛐 🛐
寺庙之国	寺庙之国 🇳🇵
寺廟	寺廟 🛐
寺廟之國	寺廟之國 🇳🇵
寺院	寺院 🛐
松饼	松饼 🍪 🍪 🥞
松鼠	松鼠 🐿 🐿️
松树	松树 🌲 🎍 🌲
松樹	松樹 🌲
蜙蝑	蜙蝑 🦗
鬆餅	鬆餅 🍪 🍪 🥞
耸肩	耸肩 🤷‍♂ 🤷 🤷‍♀ 🤷🏻‍♂ 🤷🏼‍♂ 🤷🏽‍♂ 🤷🏾‍♂ 🤷🏿‍♂ 🤷🏻 🤷🏼 🤷🏽 🤷🏾 🤷🏿 🤷🏻‍♀ 🤷🏼‍♀ 🤷🏽‍♀ 🤷🏾‍♀ 🤷🏿‍♀
搜索	搜索 🔍
搜寻	搜寻 🔍
搜尋	搜尋 🔍
苏丹	苏丹 🇸🇩
苏格兰	苏格兰 🏴󠁧󠁢󠁳󠁣󠁴󠁿
苏里南	苏里南 🇸🇷
苏利南	苏利南 🇸🇷
苏虾	苏虾 👶 👶🏻 👶🏻
蘇丹	蘇丹 🇸🇩
蘇格蘭	蘇格蘭 🏴󠁧󠁢󠁳󠁣󠁴󠁿
蘇里南	蘇里南 🇸🇷
蘇利南	蘇利南 🇸🇷
蘇蝦	蘇蝦 👶 👶🏻 👶🏻
速度	速度 ㎧
速食店	速食店 🍔
酸碱	酸碱 ㏗
蒜	蒜 🧄
算了	算了 😪 🙁
算盘	算盘 🧮
算盤	算盤 🧮
随便	随便 😶
随机播放	随机播放 🔀
隨便	隨便 😶
隨機播放	隨機播放 🔀
碎花彩球	碎花彩球 🎊
孙女	孙女 👧 👧🏻 👧🏻
孙子	孙子 👦 👦🏻 👦🏻
孫女	孫女 👧 👧🏻 👧🏻
孫子	孫子 👦 👦🏻 👦🏻
所罗门群岛	所罗门群岛 🇸🇧
所羅門群島	所羅門群島 🇸🇧
所以	所以 ∴
所以呢	所以呢 💁 🤷🏻‍♀ 🤷🏻‍♂ 🤷🏻
索罗门群岛	索罗门群岛 🇸🇧
索羅門群島	索羅門群島 🇸🇧
索马里	索马里 🇸🇴
索马利亚	索马利亚 🇸🇴
索馬里	索馬里 🇸🇴
索馬利亞	索馬利亞 🇸🇴
索引卡	索引卡 📇
锁	锁 🔒 🔓 🔏 🔐 🔒
锁定	锁定 🔒
锁匙	锁匙 🔑
鎖	鎖 🔒
鎖定	鎖定 🔒
鎖匙	鎖匙 🔑
他	他 👤
他们	他们 👥
他們	他們 👥
她	她 👤
她们	她们 👥
她們	她們 👥
塔	塔 🗼
塔吉克	塔吉克 🇹🇯
塔吉克斯坦	塔吉克斯坦 🇹🇯
塔可	塔可 🌮
踏板车	踏板车 🛴
踏板車	踏板車 🛴
台风	台风 🌀
台历	台历 📆
台球	台球 🎱
台式机	台式机 🖥 🖥️
台湾	台湾 🇹🇼
台灣	台灣 🇹🇼
跆拳道	跆拳道 🥋
臺曆	臺曆 📆
臺式機	臺式機 🖥 🖥️
臺灣	臺灣 🇹🇼
颱風	颱風 🌀
檯球	檯球 🎱
太感谢	太感谢 🙏 🙏🏻 🙏🏻
太感謝	太感謝 🙏 🙏🏻 🙏🏻
太好了	太好了 🙆 🙆🏻‍♀ 🙆🏻‍♂ 🙆🏻
太极	太极 ☯ ☯️
太极虎	太极虎 🇰🇷
太极旗	太极旗 🇰🇷
太極	太極 ☯ ☯️
太極虎	太極虎 🇰🇷
太極旗	太極旗 🇰🇷
太可怕	太可怕 😨
太空人	太空人 👨🏻‍🚀 👩🏻‍🚀 🧑🏻‍🚀
太难	太难 😵 😵 😵‍💫
太难了	太难了 😵
太難	太難 😵 😵 😵‍💫
太難了	太難了 😵
太阳	太阳 🌞 ☀ 🌞
太阳花	太阳花 🌻
太阳镜	太阳镜 🕶 😎 🕶️
太阳菊	太阳菊 🌼
太阳伞	太阳伞 ☂ ☂️
太阳神	太阳神 🌞
太陽	太陽 ☀ 🌞 🌞
太陽花	太陽花 🌻
太陽鏡	太陽鏡 🕶 🕶️
太陽菊	太陽菊 🌼
太陽傘	太陽傘 ☂ ☂️
太陽神	太陽神 🌞
太阴	太阴 🌝
太陰	太陰 🌝
太子	太子 🤴🏻
泰迪熊	泰迪熊 🧸
泰国	泰国 🇹🇭
泰國	泰國 🇹🇭
贪	贪 🤑
摊开手	摊开手 👐
摊手	摊手 🤷‍♂ 🤷 🤷‍♀ 🤷🏻‍♂ 🤷🏼‍♂ 🤷🏽‍♂ 🤷🏾‍♂ 🤷🏿‍♂ 🤷🏻 🤷🏼 🤷🏽 🤷🏾 🤷🏿 🤷🏻‍♀ 🤷🏼‍♀ 🤷🏽‍♀ 🤷🏾‍♀ 🤷🏿‍♀ 🤷🏻
攤開手	攤開手 👐
坛	坛 ⚱
坦桑尼亚	坦桑尼亚 🇹🇿
坦桑尼亞	坦桑尼亞 🇹🇿
坦尚尼亚	坦尚尼亚 🇹🇿
坦尚尼亞	坦尚尼亞 🇹🇿
叹	叹 ❕ ❗ ‼ ⁉ 😮 😲 ¡
叹号	叹号 ❕ ❗ ‼ ⁉ ¡ ❕ ❗️
叹气	叹气 😔 😮‍💨
叹问号	叹问号 ⁉ ⁉️
探長	探長 🕵 🕵🏻‍♀ 🕵🏻‍♂ 🕵🏻
探长	探长 🕵‍♂ 🕵 🕵‍♀ 🕵🏻‍♂ 🕵🏼‍♂ 🕵🏽‍♂ 🕵🏾‍♂ 🕵🏿‍♂ 🕵🏻 🕵🏼 🕵🏽 🕵🏾 🕵🏿 🕵🏻‍♀ 🕵🏼‍♀ 🕵🏽‍♀ 🕵🏾‍♀ 🕵🏿‍♀ 🕵🏻
